Short _Name,Long_Name,Short_Description,Long_Description,Data_Source,,,,,,,,,,,,,,,,,,,,,
r30_2011,Single_Family_Units_2011,Number of single-family housing units,"Number of single-family units. Single-family housing units includes detached homes as well as duplexes, triplexes, and mobile homes. Duplexes and triplexes are counted as 2 and 3 units, respectively.","Mecklenburg County Tax Parcels, 2011",,,,,,,,,,,,,,,,,,,,,
m6_2019,Housing_Size_2019,Average heated area of single family housing units (Square feet),"Sum of heated square footage of all single-family housing units, divided by the number of single-family housing units.","Mecklenburg County Tax Parcels, 2019",,,,,,,,,,,,,,,,,,,,,
m6_2018,Housing_Size_2018,Average heated area of single family housing units (Square feet),"Sum of heated square footage of all single-family housing units, divided by the number of single-family housing units.","Mecklenburg County Tax Parcels, 2018",,,,,,,,,,,,,,,,,,,,,
m6_2017,Housing_Size_2017,Average heated area of single family housing units (Square feet),"Sum of heated square footage of all single-family housing units, divided by the number of single-family housing units.","Mecklenburg County Tax Parcels, 2017",,,,,,,,,,,,,,,,,,,,,
m6_2016,Housing_Size_2016,Average heated area of single family housing units (Square feet),"Sum of heated square footage of all single-family housing units, divided by the number of single-family housing units.","Mecklenburg County Tax Parcels, 2016",,,,,,,,,,,,,,,,,,,,,
m6_2015,Housing_Size_2015,Average heated area of single family housing units (Square feet),"Sum of heated square footage of all single-family housing units, divided by the number of single-family housing units.","Mecklenburg County Tax Parcels, 2015",,,,,,,,,,,,,,,,,,,,,
m6_2013,Housing_Size_2013,Average heated area of single family housing units (Square feet),"Sum of heated square footage of all single-family housing units, divided by the number of single-family housing units.","Mecklenburg County Tax Parcels, 2013",,,,,,,,,,,,,,,,,,,,,
m6_2011,Housing_Size_2011,Average heated area of single family housing units (Square feet),"Sum of heated square footage of all single-family housing units, divided by the number of single-family housing units.","Mecklenburg County Tax Parcels, 2011",,,,,,,,,,,,,,,,,,,,,
m7_2019,Housing_Age_2019,Average age of single-family housing units (Years),"Age of each single-family housing structure (calculated by subtracting the year structure built from year of data collection) is summed and divided by the total number of single-family housing structures. Single-family includes single-family detached units, duplexes, triplexes, and mobile homes, though each structure is counted only once regardless of the number of units within it.","Mecklenburg County Tax Parcels, 2019",,,,,,,,,,,,,,,,,,,,,
m7_2018,Housing_Age_2018,Average age of single-family housing units (Years),"Age of each single-family housing structure (calculated by subtracting the year structure built from year of data collection) is summed and divided by the total number of single-family housing structures. Single-family includes single-family detached units, duplexes, triplexes, and mobile homes, though each structure is counted only once regardless of the number of units within it.","Mecklenburg County Tax Parcels, 2018",,,,,,,,,,,,,,,,,,,,,
m7_2017,Housing_Age_2017,Average age of single-family housing units (Years),"Age of each single-family housing structure (calculated by subtracting the year structure built from year of data collection) is summed and divided by the total number of single-family housing structures. Single-family includes single-family detached units, duplexes, triplexes, and mobile homes, though each structure is counted only once regardless of the number of units within it.","Mecklenburg County Tax Parcels, 2017",,,,,,,,,,,,,,,,,,,,,
m7_2016,Housing_Age_2016,Average age of single-family housing units (Years),"Age of each single-family housing structure (calculated by subtracting the year structure built from year of data collection) is summed and divided by the total number of single-family housing structures. Single-family includes single-family detached units, duplexes, triplexes, and mobile homes, though each structure is counted only once regardless of the number of units within it.","Mecklenburg County Tax Parcels, 2016",,,,,,,,,,,,,,,,,,,,,
m7_2015,Housing_Age_2015,Average age of single-family housing units (Years),"Age of each single-family housing structure (calculated by subtracting the year structure built from year of data collection) is summed and divided by the total number of single-family housing structures. Single-family includes single-family detached units, duplexes, triplexes, and mobile homes, though each structure is counted only once regardless of the number of units within it.","Mecklenburg County Tax Parcels, 2015",,,,,,,,,,,,,,,,,,,,,
m7_2013,Housing_Age_2013,Average age of single-family housing units (Years),"Age of each single-family housing structure (calculated by subtracting the year structure built from year of data collection) is summed and divided by the total number of single-family housing structures. Single-family includes single-family detached units, duplexes, triplexes, and mobile homes, though each structure is counted only once regardless of the number of units within it.","Mecklenburg County Tax Parcels, 2013",,,,,,,,,,,,,,,,,,,,,
m7_2011,Housing_Age_2011,Average age of single-family housing units (Years),"Age of each single-family housing structure (calculated by subtracting the year structure built from year of data collection) is summed and divided by the total number of single-family housing structures. Single-family includes single-family detached units, duplexes, triplexes, and mobile homes, though each structure is counted only once regardless of the number of units within it.","Mecklenburg County Tax Parcels, 2011",,,,,,,,,,,,,,,,,,,,,
m53_2018,Rental_Houses_2018,Percentage of detached single-family housing units that are rented,Number of single-family (detached) that are rented divided by the total number of single-family (detached) units.,"Mecklenburg County Tax Parcels, 2018",,,,,,,,,,,,,,,,,,,,,
r53_2018,Rental_Houses_Units_2018,Number of detached single-family housing units that are rented,The number of single-family (detached) rental houses. Homes are considered rentals when the mailing address for county property tax documents is different than address of the property.,"Mecklenburg County Tax Parcels, 2018",,,,,,,,,,,,,,,,,,,,,
m53_2017,Rental_Houses_2017,Percentage of detached single-family housing units that are rented,Number of single-family (detached) that are rented divided by the total number of single-family (detached) units.,"Mecklenburg County Tax Parcels, 2017",,,,,,,,,,,,,,,,,,,,,
r53_2017,Rental_Houses_Units_2017,Number of detached single-family housing units that are rented,The number of single-family (detached) rental houses. Homes are considered rentals when the mailing address for county property tax documents is different than address of the property.,"Mecklenburg County Tax Parcels, 2017",,,,,,,,,,,,,,,,,,,,,
m53_2016,Rental_Houses_2016,Percentage of detached single-family housing units that are rented,Number of single-family (detached) that are rented divided by the total number of single-family (detached) units.,"Mecklenburg County Tax Parcels, 2016",,,,,,,,,,,,,,,,,,,,,
r53_2016,Rental_Houses_Units_2016,Number of detached single-family housing units that are rented,The number of single-family (detached) rental houses. Homes are considered rentals when the mailing address for county property tax documents is different than address of the property.,"Mecklenburg County Tax Parcels, 2016",,,,,,,,,,,,,,,,,,,,,
m53_2015,Rental_Houses_2015,Percentage of detached single-family housing units that are rented,Number of single-family (detached) that are rented divided by the total number of single-family (detached) units.,"Mecklenburg County Tax Parcels, 2015",,,,,,,,,,,,,,,,,,,,,
r53_2015,Rental_Houses_Units_2015,Number of detached single-family housing units that are rented,The number of single-family (detached) rental houses. Homes are considered rentals when the mailing address for county property tax documents is different than address of the property.,"Mecklenburg County Tax Parcels, 2015",,,,,,,,,,,,,,,,,,,,,
m53_2013,Rental_Houses_2013,Percentage of detached single-family housing units that are rented,Number of single-family (detached) that are rented divided by the total number of single-family (detached) units.,"Mecklenburg County Tax Parcels, 2013",,,,,,,,,,,,,,,,,,,,,
r53_2013,Rental_Houses_Units_2013,Number of detached single-family housing units that are rented,The number of single-family (detached) rental houses. Homes are considered rentals when the mailing address for county property tax documents is different than address of the property.,"Mecklenburg County Tax Parcels, 2013",,,,,,,,,,,,,,,,,,,,,
m8_2018,New_Residential_2018,"Number of residential units permitted for new construction, per 100 acres","Number of  residential units permitted for new construction, divided by land area, times 100.","Mecklenburg County Land Use and Environmental Services Agency, July 1, 2017-June 30, 2018",,,,,,,,,,,,,,,,,,,,,
r8_2018,New_Residential_Permit_Units_2018,Number of residential units permitted for new construction,Number of residential units permitted for new construction,"Mecklenburg County Land Use and Environmental Services Agency, July 1, 2017-June 30, 2018",,,,,,,,,,,,,,,,,,,,,
m8_2017,New_Residential_2017,"Number of residential units permitted for new construction, per 100 acres","Number of  residential units permitted for new construction, divided by land area, times 100.","Mecklenburg County Land Use and Environmental Services Agency, July 1, 2016-June 30, 2017",,,,,,,,,,,,,,,,,,,,,
r8_2017,New_Residential_Permit_Units_2017,Number of residential units permitted for new construction,Number of residential units permitted for new construction,"Mecklenburg County Land Use and Environmental Services Agency, July 1, 2016-June 30, 2017",,,,,,,,,,,,,,,,,,,,,
m8_2016,New_Residential_2016,"Number of residential units permitted for new construction, per 100 acres","Number of  residential units permitted for new construction, divided by land area, times 100.","Mecklenburg County Land Use and Environmental Services Agency, July 1, 2015-June 30, 2016",,,,,,,,,,,,,,,,,,,,,
r8_2016,New_Residential_Permit_Units_2016,Number of residential units permitted for new construction,Number of residential units permitted for new construction,"Mecklenburg County Land Use and Environmental Services Agency, July 1, 2015-June 30, 2016",,,,,,,,,,,,,,,,,,,,,
m8_2015,New_Residential_2015,"Number of residential units permitted for new construction, per 100 acres","Number of  residential units permitted for new construction, divided by land area, times 100.","Mecklenburg County Land Use and Environmental Services Agency, July 1, 2014-June 30, 2015",,,,,,,,,,,,,,,,,,,,,
r8_2015,New_Residential_Permit_Units_2015,Number of residential units permitted for new construction,Number of residential units permitted for new construction,"Mecklenburg County Land Use and Environmental Services Agency, July 1, 2014-June 30, 2015",,,,,,,,,,,,,,,,,,,,,
m8_2014,New_Residential_2014,"Number of residential units permitted for new construction, per 100 acres","Number of  residential units permitted for new construction, divided by land area, times 100.","Mecklenburg County Land Use and Environmental Services Agency, July 1, 2013-June 30, 2014",,,,,,,,,,,,,,,,,,,,,
r8_2014,New_Residential_Permit_Units_2014,Number of residential units permitted for new construction,Number of residential units permitted for new construction,"Mecklenburg County Land Use and Environmental Services Agency, July 1, 2013-June 30, 2014",,,,,,,,,,,,,,,,,,,,,
